"logFC" "logCPM" "LR" "PValue" "FDR"
"ENSG00000215231.6" 2.25902449943176 4.63660212089492 326.495013066638 5.57430049045182e-73 8.02610789664896e-71
"ENSG00000101204.14" 2.19952450026832 4.68572678330448 324.499921993479 1.51614877949611e-72 2.16582450059987e-70
"ENSG00000237707.1" 2.52799970277804 4.42098445120049 324.286777817395 1.68720285504296e-72 2.3913464215773e-70
"ENSG00000250885.1" 2.45133486623129 4.46583392667185 319.975386683649 1.4664341112113e-71 2.06232927485236e-69
"ENSG00000216560.4" 2.68766160499021 4.30410821921153 317.003372098805 6.51090167924511e-71 9.08621371268191e-69
"ENSG00000109158.9" 3.09493386440219 4.10256040222403 316.091982167928 1.02841465790932e-70 1.42423654380083e-68
"ENSG00000161270.18" 1.7544086163118 5.17389160211212 315.519600299188 1.37040999046181e-70 1.88348318537562e-68
"ENSG00000135374.8" 1.86709879582108 5.020105711665 314.455648331501 2.33675745516624e-70 3.18747772568616e-68
"ENSG00000259579.1" 2.59441182989519 4.35332005156837 313.305821154946 4.15992896017139e-70 5.63204710413652e-68
"ENSG00000257084.1" 2.6091417857121 4.34065386468173 311.725216418581 9.19181378446525e-70 1.2352435976131e-67
"ENSG00000080511.3" 2.85011807196165 4.20517234303 311.537210652644 1.01008129139949e-69 1.34741873445364e-67
"ENSG00000047936.9" 2.51143704866949 4.40315267152196 311.085345530502 1.26704134228081e-69 1.67785868844223e-67
"ENSG00000166869.2" 2.3946080389825 4.48129514698387 308.446221576634 4.76110285174685e-69 6.25912521278199e-67
"ENSG00000251165.4" 2.06931187938401 4.76527170664208 306.461958151243 1.2881823994659e-68 1.68130971878492e-66
"ENSG00000172497.7" 2.24951127370521 4.59384050528335 306.2539314534 1.42986912013175e-68 1.85290611267359e-66
"ENSG00000127412.5" 2.27896691662123 4.55978708528601 302.79474384516 8.10774463767545e-68 1.04319647671424e-65
"ENSG00000275612.1" 2.37368808405401 4.48002880176016 301.311996481656 1.70582144981132e-67 2.17936709454063e-65
"ENSG00000139304.11" 2.4487135873935 4.42346272626509 300.859409228176 2.1406019848229e-67 2.71572036424175e-65
"ENSG00000163586.8" 1.73568870957968 5.15195656797876 300.65196917728 2.37536171007212e-67 2.99262584334225e-65
"ENSG00000158955.9" 1.98924789608857 4.8329140809825 300.25460278227 2.89935955722475e-67 3.627598695667e-65
"ENSG00000263862.1" 2.3957851200157 4.44591153332685 294.170292211625 6.13633888663775e-66 7.62503151242343e-64
"ENSG00000215644.8" 1.70933684063502 5.16623851420644 293.727164319033 7.66405291645234e-66 9.45858830001894e-64
"ENSG00000071991.7" 2.70523658286259 4.24576832001671 293.602384105686 8.1591670167341e-66 1.00015951363237e-63
"ENSG00000086159.11" 1.61901465745067 5.30129495412961 293.457683144774 8.77351387018911e-66 1.0682489169998e-63
"ENSG00000186335.7" 1.70744932006152 5.16403134256407 292.287591432874 1.57803808734658e-65 1.90858446537611e-63
"ENSG00000104327.6" 1.49325076071037 5.50294306151435 291.055019503593 2.92872456698616e-65 3.5187364963088e-63
"ENSG00000116981.3" 2.89868802643989 4.1416859663553 290.47346684319 3.92096044646921e-65 4.6798726592003e-63
"ENSG00000186115.11" 1.7938363474345 5.0268187134163 286.903447050824 2.35114530574074e-64 2.78787438802277e-62
"ENSG00000183378.10" 1.86427857914235 4.93682024473007 286.764651814305 2.52070967002839e-64 2.96952693725033e-62
"ENSG00000088926.12" 1.68950977838442 5.16996922650352 286.502004207228 2.87576664447335e-64 3.36594570735713e-62
"ENSG00000261514.1" 2.49726916295193 4.35041267049712 284.02830250891 9.94904023970917e-64 1.157022359159e-61
"ENSG00000231324.1" 2.10947616229242 4.65409718293126 281.527610762017 3.4890441473495e-63 4.03173496313469e-61
"ENSG00000154975.12" 1.73997985276383 5.07500966069841 279.784827202998 8.36538785817624e-63 9.60537129892616e-61
"ENSG00000083307.9" 1.68231617184174 5.15162594461932 278.374179290573 1.69783022164278e-62 1.9372349610719e-60
"ENSG00000071909.17" 1.64575070864273 5.19588917796445 275.662623902425 6.61929119357646e-62 7.50544880211651e-60
"ENSG00000166391.13" 2.17769117346291 4.57015869424299 274.188440653083 1.38701885108268e-61 1.56293763952435e-59
"ENSG00000145808.7" 2.4179882878727 4.37353658804336 271.431912974329 5.53137448808319e-61 6.19445654091391e-59
"ENSG00000236136.1" 2.54519641257963 4.27669035903193 265.759007552118 9.53326674624579e-60 1.06105843748706e-57
"ENSG00000183888.4" 2.06590506397422 4.6482496222012 265.428445657786 1.12535777332545e-59 1.24489272705307e-57
"ENSG00000276289.3" 2.37968676252994 4.38148802880429 263.985655470691 2.32147126816784e-59 2.55249283315763e-57
"ENSG00000238276.4" 2.46174025347693 4.32510777788536 263.928741060199 2.38873841165349e-59 2.61063206410949e-57
"ENSG00000103546.17" 2.37307686114639 4.38489216612032 263.478394179524 2.9945271452344e-59 3.25309649514027e-57
"ENSG00000158816.14" 1.9004776023912 4.81473323638707 262.74858521295 4.31918767257466e-59 4.664208497372e-57
"ENSG00000269138.1" 2.26368028013336 4.4641436089925 262.18880248924 5.72027632543865e-59 6.14066586367503e-57
"ENSG00000261104.1" 2.10850001704281 4.59778709064057 262.175102259613 5.75974474950288e-59 6.14666407326361e-57
"ENSG00000228133.2" 2.59474585066032 4.2376778382456 261.660191702929 7.45827410511563e-59 7.91274905350922e-57
"ENSG00000144644.13" 2.16957146545362 4.53438479761962 259.337158701393 2.39331802047757e-58 2.52439392601767e-56
"ENSG00000267868.1" 2.19396988102639 4.5098297670876 258.106308983452 4.43916471003665e-58 4.65522116586618e-56
"ENSG00000089250.17" 1.66880734056069 5.09616725224889 258.059725418927 4.54418128285939e-58 4.73796188699052e-56
"ENSG00000152931.7" 2.00631691523846 4.67285221569905 254.403375290478 2.84771775676598e-57 2.95218831675705e-55
"ENSG00000181418.7" 1.65812231469549 5.09362543696706 253.375217623323 4.77123839354076e-57 4.91817084861457e-55
"ENSG00000101323.4" 2.67400952691555 4.17293334752571 252.445658830353 7.60806417849595e-57 7.79805086589116e-55
"ENSG00000142611.15" 1.49688328228 5.33079194083043 249.375887970825 3.55224078646556e-56 3.62049170494709e-54
"ENSG00000171724.2" 1.68802757900775 5.03553976298408 249.346329320775 3.6053423786463e-56 3.6540849962794e-54
"ENSG00000261250.1" 2.6573172109911 4.17243930331539 248.399099615285 5.80035800209196e-56 5.84611638188624e-54
"ENSG00000204511.2" 1.55485887128515 5.22752409235093 247.556034981531 8.85638261044099e-56 8.87693333252047e-54
"ENSG00000142449.11" 1.75015145647268 4.94057301521214 246.43398474057 1.55555407615712e-55 1.55059681591442e-53
"ENSG00000279582.1" 2.61160325849327 4.18559560743726 243.567936368324 6.55782049909482e-55 6.5012010652775e-53
"ENSG00000236472.1" 2.05567743051973 4.58822631922829 243.242355646748 7.72229875522834e-55 7.61401869659525e-53
"ENSG00000185559.12" 2.45749276458029 4.27473331692156 243.033856526923 8.57445090146123e-55 8.40852368942214e-53
"ENSG00000177807.6" 1.36578651238046 5.53891718685871 242.460845198663 1.14325363245012e-54 1.11510254838226e-52
"ENSG00000164007.9" 1.39344129633274 5.4810464621502 241.358304037778 1.98855692400582e-54 1.92921923611303e-52
"ENSG00000118271.8" 2.02892094012353 4.60652238239243 240.987518224886 2.39543438389623e-54 2.31159418045986e-52
"ENSG00000271714.1" 2.00205518285381 4.63124646001423 240.477443709078 3.09458138421854e-54 2.9587504975734e-52
"ENSG00000132746.13" 1.99219360890034 4.64111572324666 240.474807192461 3.0986803799964e-54 2.9587504975734e-52
"ENSG00000178568.12" 1.43322945479342 5.39979409617378 239.581875007083 4.8514969273804e-54 4.60816006578718e-52
"ENSG00000198768.9" 1.62279266045571 5.08966330366685 239.404990440597 5.30206227270239e-54 5.00989654955035e-52
"ENSG00000124490.12" 2.34165804673038 4.34134275945935 239.072006214706 6.26687729419092e-54 5.89086465653946e-52
"ENSG00000185352.8" 1.78836213682321 4.86284361955287 238.707520717492 7.52535177330833e-54 7.03736762223504e-52
"ENSG00000214128.9" 1.27218128443737 5.71009865069113 238.259536263837 9.42345037180312e-54 8.76719162283345e-52
"ENSG00000277268.1" 1.55377183646241 5.18774616235004 237.643859836443 1.28368836943467e-53 1.18819767338182e-51
"ENSG00000155886.10" 2.2027710740285 4.44166307481119 237.565846343505 1.33496761371315e-53 1.22938997197888e-51
"ENSG00000257588.1" 1.93960060154875 4.68396305033303 237.154658503899 1.64108887754526e-53 1.50366840487001e-51
"ENSG00000176716.4" 2.48285081015311 4.24148158059494 236.267563776102 2.56194214603989e-53 2.33561579967114e-51
"ENSG00000197099.7" 1.77109182269145 4.87427821269108 236.047048979501 2.86190082549321e-53 2.59603023880489e-51
"ENSG00000242136.1" 2.38949545023169 4.29971991849741 235.850219593829 3.1591858770047e-53 2.8514403074935e-51
"ENSG00000231290.4" 1.72034531809864 4.93574652601786 235.027452292524 4.77517575931112e-53 4.28867517947635e-51
"ENSG00000168907.12" 1.43075753650023 5.37862353460598 233.895492343249 8.43006558774654e-53 7.53390393561072e-51
"ENSG00000119715.13" 1.4425808998173 5.35621462334056 233.603152432577 9.76294987503302e-53 8.68232532513966e-51
"ENSG00000272274.1" 1.90673336422747 4.69207059823901 229.578369300694 7.36704916106044e-52 6.51965882341261e-50
"ENSG00000258548.4" 1.50131838190672 5.23698783679044 229.46239061146 7.80884514985827e-52 6.87709071401596e-50
"ENSG00000162365.10" 1.53873876061311 5.17241639140098 228.585045162895 1.21317846797828e-51 1.063260085317e-49
"ENSG00000110245.10" 2.01060542420369 4.57882732901759 227.513893272886 2.07746426481036e-51 1.81198830250911e-49
"ENSG00000258700.4" 2.33303582631243 4.31082661983827 226.170768270243 4.07815831588355e-51 3.53999751994064e-49
"ENSG00000116183.9" 1.38113809949427 5.43106885534565 225.610839304546 5.40237471274937e-51 4.66713723993805e-49
"ENSG00000267166.4" 2.25809379509038 4.35630073815042 223.45431448292 1.59564233483034e-50 1.37194991651621e-48
"ENSG00000060709.12" 1.65003117479353 4.98245734621982 223.044751487356 1.96004436447048e-50 1.6773172103879e-48
"ENSG00000112319.16" 1.54392033549491 5.13612831448057 222.246434579307 2.92677931018994e-50 2.49284649039746e-48
"ENSG00000110203.7" 1.62958754182668 5.00688135314047 221.994998870375 3.32071946287669e-50 2.81516320072471e-48
"ENSG00000251377.1" 2.37374777740079 4.26782717107229 220.673884057784 6.44752884950708e-50 5.4405148087329e-48
"ENSG00000102837.6" 1.66069544299214 4.95381817350689 219.780439717589 1.00989307322901e-49 8.48216672894473e-48
"ENSG00000243988.1" 1.96664113328361 4.59349289235954 219.461212224568 1.18551644810576e-49 9.91135456291926e-48
"ENSG00000241186.6" 1.52597258230974 5.14854333426065 218.727832075827 1.71348155480817e-49 1.42596249391421e-47
"ENSG00000172987.11" 1.89866745239794 4.65718460489032 217.783901596022 2.75284687781749e-49 2.28046338161484e-47
"ENSG00000092377.12" 2.25441189725238 4.34162063762003 217.73454935632 2.82193840102905e-49 2.32445584859967e-47
"ENSG00000167748.9" 1.45411080306739 5.26257171528367 217.727760537502 2.83157723812439e-49 2.32445584859967e-47
"ENSG00000206159.9" 2.20131155560564 4.37932236948047 217.0243213402 4.03157433103453e-49 3.29463159971299e-47
"ENSG00000115665.7" 2.10582167898085 4.45488987347267 216.443404093646 5.39754191114293e-49 4.39113028484103e-47
"ENSG00000248144.4" 1.46813788531373 5.23219703798806 216.352545509443 5.6495787084412e-49 4.57565432716698e-47
"ENSG00000278967.1" 1.79294762226358 4.7658593837905 215.199394571365 1.00825312050006e-48 8.12965693871651e-47
"ENSG00000178363.4" 1.6282582877923 4.97896057626782 215.11861348748 1.05000592820772e-48 8.42885289802848e-47
"ENSG00000104332.10" 1.18421995185523 5.78804555219753 215.080214422899 1.07045499810111e-48 8.55515179539665e-47
"ENSG00000150275.16" 2.0401895003943 4.50650691212388 214.644549924102 1.33231847288057e-48 1.0601281462719e-46
"ENSG00000100362.11" 1.44588354763516 5.25927789469565 214.077279752501 1.77157117638969e-48 1.40348664987169e-46
"ENSG00000168143.8" 1.61945591112014 4.98638826939658 213.965962454617 1.87345282276743e-48 1.47774700481073e-46
"ENSG00000102243.11" 1.79234589004013 4.75863979192008 213.227626242268 2.71465205744865e-48 2.1320007630404e-46
"ENSG00000136872.16" 1.08502169900855 6.01814631666986 212.777490995318 3.40341166685435e-48 2.66140924396861e-46
"ENSG00000141750.6" 1.45875581647397 5.23037988943159 212.644601440536 3.63835857173842e-48 2.83292279864714e-46
"ENSG00000266968.2" 1.99099365015225 4.54471458081048 212.504934202681 3.90279026441559e-48 3.02582995628323e-46
"ENSG00000147606.7" 1.29759691870336 5.52545910982317 211.858003555225 5.40145038479797e-48 4.16991969706403e-46
"ENSG00000171004.16" 1.36289095243672 5.39569848272514 211.425757256558 6.71136528932349e-48 5.15921987622487e-46
"ENSG00000167755.12" 1.55677692293985 5.06518232928167 210.985316828164 8.37336345268507e-48 6.40968606576424e-46
"ENSG00000277011.1" 1.51767828313039 5.12488803972751 210.777771653876 9.29350497694938e-48 7.08414988621074e-46
"ENSG00000261625.1" 1.88650956491008 4.63506383319692 208.604971413168 2.76838331961217e-47 2.10142302026795e-45
